id,name,type,region,locality,lat,lon
4296,The headquarters of the military settlements,Ruin,Novgorod region,Celina,31.664509,58.890996
4297,The headquarters of the military settlements in Ants,Ruin,Novgorod region,,Not found,
4298,A former soldier bath,Ruin,Udmurt republic,Izhevsk,53.342321,57.93002
4299,The ruins of the mosque in the town of Bolgar,Ruin,Republic of Tatarstan,Bulgaria,49.030354,54.974917
4300,older Tinaki,Ruin,Astrakhan region,saltwort,48.003301,46.386996
4301,Voronezh Theological Seminary,places of pilgrimage,Voronezh region,,39.222296,51.311144
4302,mountain Ahulgo,The mountains,The Republic of Dagestan,,47.312721,41.842953
4303,"Golden Buddha in datsan ""Rinpoche Bagsha""",places of pilgrimage,The Republic of Buryatia,Ulan-Ude,107.584574,51.834464
4304,Ilyinsky temple,places of pilgrimage,Moscow region,Sergiev Posad,38.135963,56.315311
4305,Камень &quot;Божий след&quot;,places of pilgrimage,Yaroslavskaya oblast,Dubrovo,Not found,
4306,The cell of Father Nikolai Guryanov,places of pilgrimage,Pskov region,Island-Zalit,Not found,
4307,Place of Our Lady of the phenomenon in the Omsk region,places of pilgrimage,Omsk region,Tambovka,Not found,
4308,Tomb father Nicholas Guryanov (Zalitskogo),places of pilgrimage,Pskov region,Island-Zalit,Not found,
4309,"Graves' Three elders """,places of pilgrimage,Nizhny Novgorod Region,Vladimir,45.11749,56.820296
4310,"National Park ""Alkhanay""",reserves,Transbaikal region,,113.473103,50.732905
4311,Worship cross elder Nicholas Guryanov,places of pilgrimage,Pskov region,Island-Zalit,Not found,
4312,Forgiveness well,places of pilgrimage,Lipetsk region,Sagittarius,38.217728,52.409814
4313,Spring of Our Lady of Kazan,places of pilgrimage,Kostroma region,,40.96995,57.888253
4314,Holy Trinity Cathedral in the village Menyusha,Orthodox churches,Novgorod region,Menyusha,Not found,
4315,Святой источник &quot;Вавилов Дол&quot;,places of pilgrimage,Saratov region,Ivanteevka,Not found,
4316,"Holy Spring ""Batin Key""",places of pilgrimage,Kostroma region,Noskov,45.603874,59.071255
4317,"Holy source ""flow""",places of pilgrimage,Kostroma region,Shemyatino,40.667532,57.385674
4318,"Holy spring Macarius Zheltovodskogo, Unzhensky",places of pilgrimage,Kostroma region,Makar'ev,Not found,
4319,Holy spring in the name of St. George the Victorious,places of pilgrimage,Kostroma region,Surshino,Not found,
4320,"Holy key ""Twelve Keys""",places of pilgrimage,Kostroma region,Yurov,Not found,
4321,Holy springs village Taraskovo,places of pilgrimage,Sverdlovsk region,Taraskovo,Not found,
4322,Church of St. Nicholas in the village Ileshi,places of pilgrimage,Leningrad region,,29.608975,59.337013
4323,Chapel of Our Lady of Kazan,places of pilgrimage,Leningrad region,,Not found,
4324,Adrianov Poshehonsky Monastery,monasteries,Yaroslavskaya oblast,Poshekhonye,39.12005,58.503749
4325,Alapaevsk monastery New Martyrs Russian,monasteries,Sverdlovsk region,lower Sinyachikha,61.766021,57.947233
4326,Alexander Kushtskaya Assumption desert,monasteries,Vologda Region,,38.294183,59.982806
4327,Alexander Mariinsky convent,monasteries,Moscow region,,Not found,
4328,Alexander Nevsky Iberdsky convent,monasteries,Ryazan Oblast,Korablino,40.230304,53.852865
4329,Alexander Nevsky Monastery Fileysky Kirov,monasteries,Kirov region,Kirov,49.668014,58.603591
4330,Alexander Nevsky Convent in Maklakov,monasteries,Moscow region,Taldom,Not found,
4331,Alekseevskaya Deserts Pereslavsky Feodorovsky monastery,monasteries,Yaroslavskaya oblast,Novoalekseevka,Not found,
4332,Alexis Akatov Monastery,monasteries,Voronezh region,Voronezh,41.377597,51.109561
4333,Alexis Novodevichy Convent,monasteries,Nizhny Novgorod Region,Arzamas,43.815687,55.386666
4334,Alexis convent,monasteries,Yaroslavskaya oblast,Uglich,38.319372,57.526592
4335,Aleksievsky Akatov convent,monasteries,Voronezh region,Voronezh,41.377597,51.109561
4336,Ambrose Nicholas Dudin Monastery,monasteries,Nizhny Novgorod Region,Teteryugino,43.394602,56.184956
4337,St. Andrew's Monastery Stauropegial,monasteries,Moscow,,37.582799,55.710524
4338,St. Anthony Convent Krasnokholmsky,monasteries,Tver region,freedom,37.078871,58.037827
4339,St. Anthony monastery,monasteries,Novgorod region,Novgorod,31.264417,58.517908
4340,Antony Dymsky Monastery,monasteries,Leningrad region,red Armored car,33.680912,59.574134
4341,Arkadievsky monastery,monasteries,Smolensk region,Vyazma,34.298037,55.205944
4342,Arkhangelsk Solovetsky monastery courtyard,monasteries,Arhangelsk region,Arkhangelsk,40.689344,64.42561
4343,Atamanovsky All Saints Nunnery,monasteries,Transbaikal region,Chita,Not found,
4344,Achairsky monastery,monasteries,Omsk region,Açair,73.82143,54.663156
4345,Belogorsky Resurrection Monastery,monasteries,Voronezh region,Belogorie,Not found,
4346,Belogorsky St. Nicholas Monastery,monasteries,Perm,white Mountain,Not found,
4347,Annunciation Convent in Bezhetsk,monasteries,Tver region,Bezheck,Not found,
4348,Annunciation monastery,monasteries,Lipetsk region,burn,38.09341,52.053776
4349,Annunciation Monastery,monasteries,Nizhny Novgorod Region,Nizhny Novgorod,43.394602,56.184956
4350,Virgin-Aleksievsky Monastery,monasteries,Tomsk region,Tomsk,84.947649,56.48464
4351,Nativity Holy Lukianova men's deserts in the village. Lukyantseva,monasteries,Vladimir region,,Not found,
4352,Nativity Monastery Anastasov,monasteries,Tula region,Anastasovo,36.719284,53.947945
4353,Nativity female diocesan monastery,monasteries,Tula region,,Not found,
4354,Nativity convent,monasteries,Moscow,,37.572261,55.711595
4355,Nativity Monastery,monasteries,Vladimir region,Vladimir,40.398765,56.131455
4356,Virgin-Sergius desert,monasteries,Mari El Republic,,48.197858,56.485739
4357,Virgin-Sergius desert in the Republic of Mari El,monasteries,Mari El Republic,,48.197858,56.485739
4358,Virgin Jiten convent,monasteries,Tver region,Ostaşkov,Not found,
4359,Bogoroditskoe Tikhon Tyuninsky convent,monasteries,Lipetsk region,Tyunina,Not found,
4360,Bogorodichno-Albazinskiy Monastery,monasteries,Amur region,Zeyskaya,127.265889,53.734033
4361,Bogorodichno-Christmas maiden desert,monasteries,Kaluga region,Baryatino,34.517325,54.310231
4362,Epiphany Monastery Avraamiev,monasteries,Yaroslavskaya oblast,Rostov,39.414526,57.185866
4363,Epiphany Alanian convent,monasteries,Republic of North Ossetia - Alania,Tamisk,Not found,
4364,Epiphany nunnery,monasteries,Yaroslavskaya oblast,Uglich,38.319372,57.526592
4365,Epiphany nunnery,monasteries,Yaroslavskaya oblast,Uglich,38.319372,57.526592
4366,Bogoyavlensko-Anastasiin convent,monasteries,Kostroma region,Kostroma,40.926858,57.767961
4367,Boris and Gleb Monastery Novotorzhsky,monasteries,Tver region,Torzhok,34.939093,57.050753
4368,Borisoglebsky a monastery,monasteries,Moscow region,Dmitrov,37.520294,56.344052
4369,"Buddhist monastery ""Shad TChUP Ling""",monasteries,Sverdlovsk region,yggff,Not found,
4370,Former St. Nicholas Monastery Medvedsky,monasteries,Leningrad region,,33.430219,60.480253
4371,Iversky Monastery,monasteries,Novgorod region,,33.130622,57.925489
4372,Varlaamo-Khutyn Transfiguration Monastery,monasteries,Novgorod region,Khutyni,31.392571,58.584199
4373,Vasilevsky monastery in Suzdal,monasteries,Vladimir region,,41.220445,55.273134
4374,Permission-Oyat nunnery,monasteries,Leningrad region,Dawn,33.172511,60.456015
4375,Vvedensky Nunnery,monasteries,Leningrad region,Tikhvin,33.509091,59.656235
4376,Verbilovsky monastery,monasteries,Pskov region,Verbilovo,29.089299,56.457557
4377,Ascension Orshin convent,monasteries,Tver region,Orsha,Not found,
4378,Ascension of the Holy Monastery of the Caves,monasteries,Nizhny Novgorod Region,Nizhny Novgorod,43.394602,56.184956
4379,Ascension Monastery,monasteries,Tambov Region,Tambov,41.452274,52.721219
4380,Ascension monastery,monasteries,Smolensk region,,32.998543,54.956192
4381,Resurrection Goritsky convent,monasteries,Vologda Region,,Not found,
4382,Voskresensky New Jerusalem Monastery,monasteries,Moscow region,Istra,Not found,
4383,Resurrection Novodevichy Convent,monasteries,St. Petersburg,St. Petersburg,30.329909,59.930169
4384,Resurrection convent in Torzhok,monasteries,Tver region,Torzhok,Not found,
4385,Resurrection Monastery,monasteries,Yaroslavskaya oblast,Uglich,38.415411,57.09535
4386,Resurrection Monastery,monasteries,Bryansk region,Berejok,34.821036,53.186237
4387,Highly Petrovsky Monastery,monasteries,Moscow,,37.572261,55.711595
4388,Vyatsky Savior-Transfiguration Novodevichy Convent,monasteries,Kirov region,Kirov,49.745916,58.641864
4389,Mining Nicholas Monastery,monasteries,Bryansk region,Bryansk,34.363407,53.243562
4390,Gorodetsky Theodore Monastery,monasteries,Nizhny Novgorod Region,Gorodets,43.472351,56.644822
4391,Gusev Akhtyrskaya mother of God nunnery,monasteries,Volgograd region,,44.151406,49.615821
4392,Far Davydovsky convent,monasteries,Nizhny Novgorod Region,Davydovo,42.630836,55.694774
4393,Danilovsky monastery,monasteries,Moscow,,37.572261,55.711595
4394,Desyatinny monastery,monasteries,Novgorod region,Novgorod,31.264417,58.517908
4395,Dimitrievsky convent in Dorogobuzh,monasteries,Smolensk region,,Not found,
4396,Dmitrov monastery in Kashin,monasteries,Tver region,Cashin,Not found,
4397,Donskoy Monastery Stauropegial,monasteries,Moscow,,37.572261,55.711595
4398,Dubovskii Holy Ascension Nunnery,monasteries,Volgograd region,Dubovka,44.826957,49.055369
4399,Diocesan Monastery in honor of the Holy New Martyrs and Confessors Russian,monasteries,Novosibirsk region,Novosibirsk,82.92043,55.030199
4400,Female Sretensky monastery in the village of Baturino,monasteries,The Republic of Buryatia,Baturin,107.857851,52.334372
4401,Nunnery in honor of Holy Martyr Grand Duchess Elizabeth,monasteries,Kaliningrad region,Slavsk,21.680067,55.043819
4402,"Nunnery in honor of the Mother of God ""Indestructible Wall""",monasteries,Krasnodar region,Apsheronsk,39.736743,44.468346
4403,"Nunnery in honor of the Blessed Virgin Mary ""Sporitelnitsa bread""",monasteries,Sverdlovsk region,Sredneuralsk,60.477136,56.991837
4404,Nunnery of the Holy Royal Passion,monasteries,Kostroma region,Domnino,Not found,
4405,Zadonsk Nativity of Our Lady Convent,monasteries,Lipetsk region,,38.923175,52.442581
4406,Zadonsk Nativity of Our Lady Monastery,monasteries,Lipetsk region,zadonsk,38.919456,52.391972
4407,Zaikonospassky monastery,monasteries,Moscow,,37.572261,55.711595
4408,Conception convent,monasteries,Moscow,,37.572261,55.711595
4409,Zverin Monastery,monasteries,Novgorod region,Novgorod,31.264417,58.517908
4410,Zemlyansky Znamensky nunnery,monasteries,Voronezh region,Stadnytsia,Not found,
4411,Zilant monastery,monasteries,Republic of Tatarstan,Kazan,49.108795,55.796289
4412,Znamensky nunnery,monasteries,Altai region,Barnaul,83.795946,53.328117
4413,Znamensky nunnery,monasteries,Kostroma region,Kostroma,40.926858,57.767961
4414,Znamensky convent in Gorokhovets,monasteries,Vladimir region,Gorohovets,Not found,
4415,Znamensky convent in Ostashkov,monasteries,Tver region,Ostaşkov,Not found,
4416,Znamensky convent in Yelets,monasteries,Lipetsk region,Dace,Not found,
4417,Zolotnikovskaya Assumption desert,monasteries,Ivanovo region,Zolotnikovskaya Deserts,40.613876,56.690322
4418,Iver Svyatoezerskaya desert,monasteries,Ivanovo region,Mugreevsky,42.349206,56.599573
4419,Iver convent,monasteries,Nizhny Novgorod Region,Vyksa,42.207209,55.324243
4420,Iver monastery,monasteries,Samara Region,Samara,50.101783,53.195538
4421,Iverskogo-Sofronieva desert,monasteries,Nizhny Novgorod Region,Kovacs,43.502508,55.518836
4422,John the Theologian Makarov Friary,monasteries,The Republic of Mordovia,Saransk,45.298186,54.182843
4423,John the Theologian Sursky convent,monasteries,Arhangelsk region,Sura,45.634354,63.574057
4424,John the Baptist nunnery,monasteries,Moscow,,37.572261,55.711595
4425,Ivanovsky Convent Convent in Vyazma,monasteries,Smolensk region,Vyazma,34.298037,55.205944
4426,Kazan Mother of God Monastery,monasteries,Tambov Region,Tambov,Not found,
4427,Kazan convent. Kazan Cathedral,monasteries,Yaroslavskaya oblast,Yaroslavl,39.886501,57.629643
4428,Kazansky Monastery Vyshny Volochyok,monasteries,Tver region,Vishny Volochek,34.5603,57.588829
4429,Stone-Brodsky Holy Trinity Monastery,monasteries,Volgograd region,Broad stone,Not found,
4430,Karshlyhsky Alexander Nevsky Monastery,monasteries,Chuvash Republic,,Not found,
4431,Kashpirsky Simeon Annunciation Monastery,monasteries,Samara Region,,Not found,
4432,Kiziltashsky St. Stefano Surozhsky Monastery,monasteries,Republic of Crimea,Krasnokamenka,Not found,
4433,Cyril and Athanasian Monastery,monasteries,Yaroslavskaya oblast,,39.105138,57.817361
4434,Cyril-Belozersky Monastery and Museum-Reserve,monasteries,Vologda Region,Kirillov,Not found,
4435,Knjazhaja desert,monasteries,Kostroma region,,40.911506,58.102648
4436,Kovylyansky Holy Trinity convent in the village of Old hobble the Republic of Mordovia,monasteries,The Republic of Mordovia,,44.319669,54.205758
4437,Kodsky Holy Trinity Monastery.,monasteries,Khanty-Mansi Autonomous Area,The October,Not found,
4438,The bell tower of the Kazan Mother of God Monastery,monasteries,Tambov Region,Tambov,Not found,
4439,Konevsky Nativity of the Theotokos Monastery,monasteries,Leningrad region,,32.982454,60.504924
4440,Cosmas-Damianovsky Monastery,monasteries,Republic of Crimea,Alushta,34.41012,44.676404
4441,Krasnoselsky John the Baptist Convent in the city of Solikamsk,monasteries,Perm,Solikamsk,56.771029,59.648333
4442,Kreminna Holy Ascension Monastery,monasteries,Volgograd region,,Not found,
4443,Kreminna Holy Ascension Monastery,monasteries,Volgograd region,,Not found,
4444,The Cross monastery on Kiy island,monasteries,Arhangelsk region,,Not found,
4445,Holy Cross convent,monasteries,Bryansk region,Sevsk,34.495091,52.156089
4446,Krypetsky John the Theologian Monastery,monasteries,Pskov region,Krypetskoe 1,28.582093,57.960958
4447,Kursk Holy Trinity Convent,monasteries,Kursk region,Kursk,36.282442,51.749429
4448,Kutuzov Hermitage of St. Seraphim Diveevo Convent,monasteries,Nizhny Novgorod Region,Kutuzovka,Not found,
4449,Kyltovsky Holy Cross convent,monasteries,Komi Republic,,Not found,
4450,Leohnovsky Monastery,monasteries,Novgorod region,Leohnovo,30.999845,58.025599
4451,Lihvinsky Assumption Monastery in the village Gremyacheve,monasteries,Kaluga region,Gremyachevo,36.254945,54.24233
4452,Malinowski skit,monasteries,Nizhny Novgorod Region,Philippovsky (Kantaurovsky s / s),44.113829,56.520196
4453,Little Seraphim Diveevo Convent,monasteries,Udmurt republic,Norya,52.703736,56.670168
4454,Malskyy monastery,monasteries,Pskov region,small,27.83606,57.737567
4455,Meshchovsk George Monastery,monasteries,Kaluga region,Meshchovsk,35.278081,54.321476
4456,Mirozhsky monastery,monasteries,Pskov region,Pskov,28.333915,57.797035
4457,Archangel Michael Monastery,monasteries,Novosibirsk region,fur,82.130128,54.562393
4458,Archangel Michael Monastery in Yuryev-Polsky,monasteries,Vladimir region,Yuriev-Polsky,Not found,
4459,Archangel Michael Monastery in the village of Ust-Vym,monasteries,Komi Republic,Ust-Vym,50.39493,62.225349
4460,Archangel Michael Monastery,monasteries,Vologda Region,great Ustyug,46.29784,60.761156
4461,St. Michael Pokrovsky Monastery,monasteries,Ryazan Oblast,Mikhailov,39.023508,54.232506
4462,Mogilev Assumption Monastery,monasteries,Tver region,Mogilevka,37.049837,56.770204
4463,Monasteries Ryazan region,monasteries,Ryazan Oblast,,40.950331,54.559725
4464,Монастырь &quot;Труд и молитва&quot; в Рамешковском районе Тверской области,monasteries,Tver region,,Not found,
4465,Resurrection monastery,monasteries,Kostroma region,Soligalich,42.285973,59.077591
4466,Monastery Reigning Mother of God,monasteries,Kaliningrad region,Izobilnoye,Not found,
4467,Monastery of St. John the Baptist,monasteries,Smolensk region,,Not found,
4468,Monastery Optina,monasteries,Kaluga region,Kozelsk,35.832916,54.054854
4469,Saint Elizabeth Monastery,monasteries,Kaliningrad region,Lakeshire,21.747881,55.005392
4470,Monastery of the Savior on the Ugra,monasteries,Kaluga region,Kaluga,36.261215,54.513845
4471,Monastery in Shamordino,monasteries,Kaluga region,Shamordino,35.87997,54.156474
4472,"Monastery of the Icon of the Mother of God ""Vsetsaritsa""",monasteries,Krasnodar region,Krasnodar,Not found,
4473,Male Kazansky Monastery,monasteries,Penza region,Norovka,43.641019,53.531092
4474,Monastery in the name of Our Lady of Kazan,monasteries,Sverdlovsk region,Nizhny Tagil,Not found,
4475,Murom Holy Dormition Monastery,monasteries,The Republic of Karelia,,Not found,
4476,Murom Spaso-Preobrazhensky Monastery,monasteries,Vladimir region,Moore,42.031418,55.569611
4477,Mtsensk Peter and Paul Monastery in Orel region.,monasteries,Oryol Region,Mцensk,36.565807,53.293528
